x y
-0.039440 -4.307516
-6.903515 -2.754856
1.528583 -3.413568
-2.970550 -2.989191
-4.493485 -2.389407
-2.676033 -3.306232
-2.137916 -4.130309
-3.377662 -3.335966
0.198194 -0.091805
-5.257879 -3.654066
-4.962062 -3.818225
-2.463576 -4.538657
-3.979931 -4.225328
-0.955655 -1.209021
0.886593 -2.654862
-1.017624 -3.245454
-4.786804 -3.177107
-1.555869 -2.275721
-4.254852 -5.267692
-9.134564 -4.014196
-5.918462 -2.074130
0.264590 -2.849918
-5.962376 -3.181549
-3.770612 -2.947582
0.703475 -1.847349
-5.931477 -3.633358
-1.958422 -3.604048
-3.499675 -2.228103
-2.099250 -2.501225
-4.909580 -2.020202
-1.475897 -1.489616
-3.582248 -2.629884
-3.078345 -3.143330
-4.511642 -4.685291
-0.195760 -2.584918
-1.809744 -2.311530
-5.656758 -3.360012
-6.309817 -4.928555
0.230880 -2.586892
1.587188 -0.778114
0.651693 -3.443754
-2.935834 -1.961050
-3.400619 -2.069303
-1.610431 -3.625354
-2.681345 -3.249104
-2.147304 -3.128430
-1.898219 -3.515480
-4.279937 -3.678593
-5.490698 -2.432122
-3.016024 -3.204283
-4.740194 -3.840129
-0.284479 -3.256517
-1.258541 -4.344207
-0.426026 -3.303924
-0.638133 -3.390745
-1.637378 -2.894775
0.039780 -3.183010
-3.538430 -4.555752
-4.677680 -4.259876
-3.280748 -3.880176
-6.656368 -3.955371
-3.376072 -4.051403
-1.213215 -1.217720
-4.580792 -1.943776
2.844938 -0.704711
3.401871 -3.944890
2.005554 -4.862736
3.455358 -2.569286
3.244978 -4.741219
2.837964 -1.550725
3.744733 0.135636
2.776633 -2.672932
3.976305 -2.831130
2.852564 3.282069
3.119088 -0.366642
2.096410 -2.921851
4.251494 -2.701405
0.535928 -2.357623
3.125201 -6.276259
3.716389 -0.564457
2.979468 2.456170
2.876554 -5.366358
3.470384 -1.249743
2.701186 -2.684933
4.144084 -0.573346
2.707331 0.238872
2.443279 -7.456279
2.876499 -2.330579
3.572631 -3.170295
4.001575 -7.019895
2.733692 -4.909369
3.088384 -4.497927
4.263701 -5.671188
1.832912 -3.991947
2.289743 -4.300500
3.779384 -2.878589
4.545559 -5.464386
2.284315 -0.436031
2.199536 -4.115370
2.445434 -4.310719
2.531188 -5.166695
3.501137 -9.267779
2.985039 -1.045258
1.908152 -4.860139
4.579285 -8.038595
3.863054 1.643106
0.993891 -3.437853
3.272129 -3.777075
2.996855 -3.235308
2.458395 -0.875270
1.920193 -3.911349
4.155427 -1.129553
3.654610 -1.699727
4.053915 -4.899287
3.379534 -1.305556
2.943370 -1.408603
2.277659 0.136092
3.984503 0.124281
2.388219 -1.533966
3.253457 -4.290403
4.063029 -1.922601
1.523991 -1.217462
3.742136 -1.367885
3.218282 -4.686091
3.433126 0.071531
2.537612 -7.511790
2.701604 -6.849677
2.776812 -3.372964
3.335980 0.075157
3.902039 -5.038772
3.650814 -4.307893
-0.019878 -7.316366
1.901106 -5.489510
1.961810 -2.414576
0.889365 -1.533597
1.022371 -4.079910
2.311002 -0.968041
4.480732 -4.610908
2.756203 -1.606449
1.451184 -5.524209
2.926307 -3.055093
5.146149 0.614737
2.631131 -1.253973
4.144212 -3.296076
2.823971 0.351145
2.552307 -0.551679
1.583253 -5.480752
4.191618 -1.522609
0.886142 0.874609
1.299230 -7.577376
4.019662 -2.158492
3.038426 -6.050514
3.153676 -0.356273
4.759346 1.105480
1.856203 -1.887647
2.456513 0.271512
2.188763 -1.688144
3.118488 -3.934314
4.287739 -2.522413
3.514445 -2.452178
3.814488 -1.558652
3.787128 -4.797752
2.356468 -5.012882
3.396793 -4.859023
-1.000230 -0.367790
1.571856 -0.982374
-0.280866 5.052934
0.150075 2.122058
2.362957 -0.210292
0.262935 0.235382
-0.908963 -0.693853
0.151607 3.377479
0.071617 2.051794
4.232101 -1.669965
0.118760 -1.866645
-5.055380 -0.981804
0.140890 -1.920261
1.065621 1.642041
1.654632 0.398468
-1.470070 2.289928
-4.408351 -3.888273
-1.258659 1.425616
0.941907 -1.565986
2.655433 -4.385750
0.349932 -1.971314
-0.124759 1.572454
4.867474 -3.391243
-0.821142 0.671033
-0.224353 4.721601
0.372870 0.301253
3.538289 2.071038
3.630040 2.489364
-2.639505 3.750710
-3.575312 -3.790191
2.629221 3.975589
-2.969744 1.155967
-0.384099 1.315836
-2.578377 -2.626500
-3.244287 1.482822
-3.118814 -1.275064
-1.385510 3.508760
-0.613319 -0.284992
0.606013 3.716161
-0.702639 -1.826332
-1.531686 1.153953
3.370913 1.026641
-2.184394 -0.972785
-2.815894 -1.225401
1.198524 0.224860
-2.343514 2.534209
1.047497 4.996603
-0.810353 0.113680
-1.326673 -3.670432
-2.321820 1.132251
3.904511 1.976290
-1.634284 3.290136
-0.321557 3.336096
-0.258311 0.222186
1.280911 -0.672586
1.983643 4.161526
1.412873 0.884537
4.005159 -1.941228
1.290868 -2.406893
-0.748328 0.307841
3.557758 -0.368287
-2.053033 0.753430
6.398521 3.762237
-3.936502 -2.647759
-0.464889 2.723119
-2.996450 0.640999
0.598718 -1.512430
1.250243 -0.926638
2.098203 1.895772
4.097271 -0.472657
-0.340578 -5.281083
4.421742 1.146155
-1.519850 -0.226136
-0.804367 -2.275558
0.623591 1.573261
-0.711040 -1.490363
2.552193 0.039202
4.577550 0.610286
5.443464 1.535028
2.753901 -1.624835
-2.093762 1.914963
1.171435 1.225367
0.702161 -4.098330
-1.296767 -1.222768
1.511836 -1.126687
0.872679 2.174717
1.342981 0.523779
1.224290 1.448934
3.678659 -0.907976
-2.752652 -2.866889
1.570422 -2.389258
1.289827 1.115763
-3.207814 1.864949
0.831731 2.744603
-0.478645 0.171671
1.993825 -3.552001
3.576195 2.093593
-3.189658 1.284241
-1.444607 -1.893873
-0.745764 0.113981
-2.684843 1.308782
6.200015 3.308759
3.603698 0.962989
2.452578 4.843649
5.418283 2.767326
1.546629 1.712690
7.519352 1.577058
1.947509 6.208512
3.290152 3.344593
-0.051990 2.822510
4.703154 4.575565
4.406921 1.636493
1.553239 4.755576
2.157278 0.139142
3.588403 5.328480
5.619961 1.810667
0.846635 0.349282
3.062766 6.663846
1.170487 1.558406
1.732639 2.138245
4.776437 6.808001
1.460159 5.336403
1.495306 0.695671
8.107723 6.058398
5.633918 2.663517
-0.290035 2.280607
7.006966 6.457082
3.660404 4.014402
5.281774 3.507741
2.058870 1.684774
4.789034 4.764435
0.126775 3.839399
3.304651 2.126419
0.437204 1.004821
2.955765 2.132544
4.906816 5.126448
3.962224 -0.901633
1.814173 4.395667
2.633739 1.735704
4.474500 1.277910
3.253949 4.825593
0.751627 -0.759983
4.495611 0.620563
0.419021 4.377180
0.077532 3.146557
2.222268 4.095612
3.354825 4.193279
4.926589 3.096211
5.474444 2.440971
0.618191 2.583091
1.870973 3.198562
4.778467 2.866523
2.961413 -0.233915
2.501358 0.373722
2.983310 3.390625
1.005524 4.985216
1.110652 3.272947
0.025087 -0.338297
0.539937 3.662056
2.209595 3.913364
3.471297 1.094465
-0.619509 1.579146
2.870386 2.739736
5.376372 2.974978
3.348655 4.615566
1.184514 2.422663
-0.228685 3.523212
4.906454 5.353220
4.245914 1.990188
3.899392 4.632468
3.615566 0.320572
3.441324 3.982008
3.291293 4.348561
3.455408 5.371578
3.739271 2.353575
4.234643 0.678826
0.667210 2.088381
4.585134 5.882948
1.507298 5.217900
0.663794 3.604896
2.618984 3.872979
2.471791 1.244137
0.556391 2.522765
2.599428 5.000368
2.886588 2.085862
4.952912 3.994534
2.628214 3.279741
4.413823 5.404385
1.309989 4.023003
6.071123 7.332949
2.842979 5.813695
1.876922 4.066288
5.909365 5.219427
3.682308 4.361451
-2.165615 2.127941
3.936757 4.585724
7.580283 8.037116
5.155102 3.028522
1.846090 4.225384
5.354355 2.491386
-4.487042 2.014955
-3.551763 6.519212
-5.059030 5.607912
-5.941463 1.246817
-0.386665 1.108449
0.887814 0.427972
0.135669 1.656583
0.424655 2.150370
-1.693671 3.747154
-1.443068 3.684863
-1.223021 1.091509
-3.540029 6.119694
-4.505826 4.207516
-2.367538 1.955884
-4.045468 3.594299
-3.500693 4.246431
-0.391800 -1.097030
-0.035601 1.298353
-3.164062 1.486083
-1.585636 1.335089
-4.425526 0.994907
-4.486929 4.603146
-4.150875 1.183674
-6.169049 0.707897
-0.548746 2.234048
-6.679427 4.604174
-1.556653 3.020164
-1.501968 5.052503
-4.893037 3.164746
-2.246421 2.743433
-1.029933 4.225441
-4.064260 3.883631
-2.155429 2.438812
-3.146396 -0.423793
-2.955923 4.927807
-0.309002 0.094767
-3.558109 4.726238
-5.531116 5.521787
-3.429504 0.918346
-1.730941 -1.347212
-2.045832 3.980520
-6.524976 1.252540
2.156718 1.265735
-0.698048 2.909116
-1.635003 2.719161
-1.991974 6.423180
-5.371237 4.972557
-3.588166 0.795783
-8.552905 2.533629
-2.586215 2.387379
-2.304425 2.152066
-0.484518 1.957005
-5.814337 2.192516
-4.041004 2.125870
-3.524999 5.732115
-1.058105 0.166211
-6.012813 6.601411
-1.684575 5.755422
-5.820745 4.298220
-0.523005 5.191642
-4.146234 3.117108
-2.368707 3.694352
-2.048420 5.395726
-4.774349 2.000122
-4.617119 4.648695
-2.662338 3.293788
-3.101104 5.525827
-3.849737 3.860916
-1.710163 3.450713
-2.962318 1.383692
-3.871505 1.765218
-0.539341 0.716099
2.532139 1.958699
-3.984930 2.151648
-4.393396 1.536460
2.045050 2.313616
-3.787790 -1.657586
-2.659819 5.807936
-4.155249 6.338870
-2.730152 -0.160459
1.432923 3.854194
-3.249470 1.379244
-6.783255 6.222553
-1.995599 2.102107
-6.116210 2.062894
-6.381042 5.613143
-2.903344 1.629076
-2.603467 0.715508
-3.937962 4.653696
-3.654556 4.856400
-3.827370 5.172361
-3.633128 4.236279
-1.052336 5.378330
-2.270427 0.838558
-0.099514 0.421073
-3.430621 2.111774
-4.636189 1.211915
-0.807302 5.885463
-1.546285 4.565292
-4.734327 1.991959
-1.332740 -1.446906
-4.818488 1.914261
-1.810883 -0.064571
-4.034296 -0.710548
-5.476081 -2.250779
-4.164184 -4.047691
-1.238112 -0.493683
-6.169425 -2.038648
-5.368632 -2.096641
-1.277330 -3.167757
-3.717824 1.060931
-4.078448 -0.859480
-0.383193 -0.634856
-2.067506 -1.025508
-0.693042 -3.271713
-3.077075 -0.345993
-0.808160 -0.293986
-3.528338 -0.253724
-5.220265 -5.879436
-1.627857 -4.331227
-4.907238 -0.409491
-4.412181 -6.206351
-3.793590 -2.068634
-1.893619 -3.190169
-0.791230 -4.677447
-6.754097 -3.440681
-4.881321 -5.639290
-2.469740 -3.395355
-2.663578 -3.685703
-3.725581 -3.570519
-1.514274 -3.528964
-1.370870 -6.075347
1.245447 -5.101081
-3.075212 -1.900817
-3.463147 -2.499835
-5.807673 -4.338900
-1.694986 -4.948206
0.324331 -3.193625
-3.065392 -4.343463
-1.665327 -3.140889
-2.038303 -1.355561
-3.794282 -9.102066
-1.440417 -2.583121
-2.106570 -0.632684
-8.085196 -0.508274
-2.076218 -1.966213
-3.601728 -6.880678
-0.399653 -1.883969
-4.450507 -1.546396
-5.453556 -0.330065
-1.218187 -4.193393
-3.925834 -2.224418
-2.560967 -0.462304
-2.666867 -3.940526
-6.633307 -1.633137
-2.394746 -1.506016
-3.301163 -4.673904
-5.032925 1.871163
-4.094638 -3.690243
-6.065492 2.049210
-2.593046 -6.834443
-5.551793 -1.652473
-4.493144 -5.104756
-8.883354 4.009570
-4.055190 -1.867887
-4.586900 -3.627573
-0.380441 0.380965
-4.958374 -4.398961
1.119704 -3.511607
-0.840221 -3.736657
-4.869121 -6.323376
-3.423826 -0.213615
-1.006018 -2.702932
-4.567122 -3.538277
-5.228458 -2.310252
-0.361453 -6.416855
-3.504423 -2.105369
-2.326023 0.488342
-8.096659 -0.175660
-0.127911 1.129402
-5.385986 0.268045
-3.976171 -5.092710
-2.227902 -5.199835
-3.039205 -3.253808
-3.441247 -0.693641
-0.886106 -4.040060
-3.260756 -1.320698
1.002235 -1.550212
-2.075262 -7.280582
-6.410434 -3.456040
-0.920953 1.307914
-6.142639 -4.610824
-1.713536 -4.100474
-3.947054 -5.422218
-5.906417 0.252449
-0.284623 -1.667501
-2.896904 -0.272980
-2.849717 -1.536192
-1.303726 -4.637186
-2.625908 -7.429279
4.723217 -4.832183
3.012012 -0.274477
3.128361 -3.639000
3.504951 -4.996233
1.814832 -1.585677
1.528564 -1.445492
2.352503 -3.596846
3.913472 -2.840950
5.558015 -3.954595
2.935703 -5.062015
2.215474 -5.612320
2.475755 -3.455631
2.882339 -4.123175
3.124984 -4.965527
2.608347 -3.550894
1.867096 -4.907705
3.788598 -3.609378
2.746920 -5.680148
3.465884 -2.956755
2.969384 0.276397
4.554879 -6.713787
1.658853 -0.432739
2.643939 -4.888564
3.158037 -2.266475
3.413250 -5.659898
2.834032 -5.030896
2.431054 -1.210347
2.732345 -2.442541
3.287580 -3.394656
3.054590 -2.074253
3.016964 -2.457040
1.859145 -2.945224
3.199896 2.151077
2.680328 -4.408955
2.671480 -2.803960
4.347295 -4.487297
4.640516 -3.500320
1.588039 -5.282488
4.256533 -6.006365
2.785862 -4.026158
1.436288 1.654989
3.894400 -2.543846
2.609849 -0.179863
4.262548 -3.157336
3.246351 -3.116048
0.089884 -0.649937
1.297366 0.243367
1.892866 -4.581824
3.935706 0.236428
1.606656 -4.918911
1.694230 -5.475548
3.428840 -5.125276
4.090922 -1.965159
3.403586 -6.906049
3.162868 -3.312543
3.006361 -0.313953
0.919415 -4.572498
3.019743 -2.810133
2.774561 -2.505208
3.669016 -5.007802
3.845171 1.019841
3.769287 -2.926542
3.108645 -6.689714
3.235028 -3.473241
2.118002 0.653301
2.323295 -2.016565
3.504142 -2.631828
3.692983 -6.804829
2.159388 -5.198779
2.769140 0.618764
2.901979 -4.203289
2.066894 -7.172791
3.095220 -1.489288
4.869801 -6.309730
3.198841 -0.591094
3.445288 -4.937178
2.421226 -1.933573
0.980774 -4.412842
2.715880 -3.161773
5.130131 -3.309514
4.411891 2.533278
2.842702 -4.945309
2.998900 -3.964212
3.404541 2.365538
2.951177 -2.970582
3.046036 -1.777363
4.725993 -4.284023
4.208443 -1.815488
2.437721 -7.901284
2.985373 -5.629459
3.172909 1.760188
2.266211 -1.321689
2.051617 -7.498743
3.359519 -3.419091
2.298062 -3.272082
1.308213 -1.398988
2.859350 -3.123303
1.590705 -2.159328
2.800969 -2.143636
5.586790 -5.978521
