# 
#
data3.txt
Categorization
Numerical,Numerical,Label
x,y,Label
1.705199,-0.745784,?,(Learn)
0.817773,-4.343303,?,(Learn)
0.262258,0.074917,?,(Learn)
0.1201,1.396175,?,(Learn)
-0.724869,3.628868,?,(Learn)
1.080575,-0.122982,?,(Learn)
-0.065097,1.206913,?,(Learn)
3.17767,2.549837,?,(Learn)
3.958159,2.134579,?,(Learn)
2.043462,6.403303,?,(Learn)
2.007599,0.644333,?,(Learn)
3.150094,1.443499,?,(Learn)
-0.782758,3.599869,?,(Learn)
5.468327,2.804155,?,(Learn)
3.987206,0.002892,?,(Learn)
0.448273,1.52657,?,(Learn)
0.421854,3.341044,?,(Learn)
5.117989,2.621568,?,(Learn)
2.711643,-2.198753,?,(Learn)
-0.344751,3.068984,?,(Learn)
2.978191,4.44286,?,(Learn)
4.350953,0.364405,?,(Learn)
4.080061,3.171273,?,(Learn)
-0.172425,2.215572,?,(Learn)
4.731016,-1.098967,?,(Learn)
2.634613,4.887576,?,(Learn)
-0.465844,2.642927,?,(Learn)
7.378606,9.085711,?,(Learn)
3.677308,6.601592,?,(Learn)
3.46604,3.3892,?,(Learn)
1.382696,4.887166,?,(Learn)
0.823483,1.72572,?,(Learn)
0.715044,5.532775,?,(Learn)
4.457419,3.095955,?,(Learn)
4.252595,2.583707,?,(Learn)
-0.497883,-0.632288,?,(Learn)
4.052173,5.143212,?,(Learn)
0.301407,4.101509,?,(Learn)
1.550955,2.825777,?,(Learn)
0.523591,3.016113,?,(Learn)
2.191214,3.209593,?,(Learn)
2.153004,7.129193,?,(Learn)
6.055085,4.767617,?,(Learn)
2.827083,4.675292,?,(Learn)
3.990788,-0.074602,?,(Learn)
5.485925,3.554634,?,(Learn)
3.723058,4.499148,?,(Learn)
-0.769664,4.423048,?,(Learn)
1.872549,3.580525,?,(Learn)
4.340883,0.321881,?,(Learn)
2.367031,6.875759,?,(Learn)
5.009025,4.402109,?,(Learn)
2.63406,3.490407,?,(Learn)
-1.249699,3.603593,?,(Learn)
0.910836,3.509749,?,(Learn)
1.219591,6.327343,?,(Learn)
5.711992,-0.110891,?,(Learn)
2.967264,0.852262,?,(Learn)
5.489496,1.447917,?,(Learn)
6.061899,0.998817,?,(Learn)
3.758162,2.983297,?,(Learn)
0.589573,1.401028,?,(Learn)
0.788827,3.829639,?,(Learn)
1.097904,0.167443,?,(Learn)
3.078908,2.362046,?,(Learn)
3.05025,3.480874,?,(Learn)
3.685513,1.615249,?,(Learn)
2.30399,0.715319,?,(Learn)
2.759488,2.540822,?,(Learn)
2.946604,5.074844,?,(Learn)
2.291576,6.371385,?,(Learn)
5.007268,3.106551,?,(Learn)
1.793713,3.118297,?,(Learn)
1.406522,-0.16098,?,(Learn)
2.343173,2.972993,?,(Learn)
4.876672,1.060978,?,(Learn)
0.220349,4.702781,?,(Learn)
6.327122,8.647263,?,(Learn)
3.222202,5.28529,?,(Learn)
2.421,2.800132,?,(Learn)
3.1784,3.045834,?,(Learn)
-0.948604,1.118994,?,(Learn)
1.799668,1.512428,?,(Learn)
4.255542,2.629061,?,(Learn)
4.281206,2.473938,?,(Learn)
3.321489,5.035732,?,(Learn)
5.288655,3.649086,?,(Learn)
4.417085,3.429758,?,(Learn)
4.799706,2.168851,?,(Learn)
1.900593,3.622714,?,(Learn)
2.214453,6.45364,?,(Learn)
0.376198,4.608772,?,(Learn)
3.749292,4.144508,?,(Learn)
3.018876,3.881917,?,(Learn)
5.965632,3.968877,?,(Learn)
2.280151,5.546992,?,(Learn)
1.460272,1.068116,?,(Learn)
3.174906,5.702441,?,(Learn)
2.606165,1.508896,?,(Learn)
4.611192,1.322246,?,(Learn)
5.459646,6.983227,?,(Learn)
5.709494,2.58411,?,(Learn)
0.789321,1.628242,?,(Learn)
7.679411,4.118317,?,(Learn)
2.257612,2.664514,?,(Learn)
-1.302078,3.050235,?,(Learn)
2.287039,0.850789,?,(Learn)
-4.242581,5.033647,?,(Learn)
-1.791791,5.550427,?,(Learn)
-3.891337,3.374734,?,(Learn)
-1.787757,2.107249,?,(Learn)
-4.626321,5.013402,?,(Learn)
-2.505919,2.898803,?,(Learn)
-6.426949,4.459255,?,(Learn)
-0.341251,3.135643,?,(Learn)
-4.839176,1.615829,?,(Learn)
-4.984135,4.072983,?,(Learn)
-4.932569,2.611037,?,(Learn)
-2.22508,2.216424,?,(Learn)
-2.196916,2.751518,?,(Learn)
-3.823361,4.741757,?,(Learn)
-0.283626,2.153783,?,(Learn)
-3.68406,4.104555,?,(Learn)
2.276228,1.937957,?,(Learn)
-5.577073,0.14022,?,(Learn)
-4.773485,3.706237,?,(Learn)
-5.853592,0.973154,?,(Learn)
-0.420145,2.388618,?,(Learn)
-4.589942,4.380062,?,(Learn)
-4.201713,2.424304,?,(Learn)
-1.362879,2.457367,?,(Learn)
-3.970152,3.79758,?,(Learn)
-2.010901,1.727131,?,(Learn)
-0.958828,1.863107,?,(Learn)
-1.150482,0.331001,?,(Learn)
-1.601994,4.063744,?,(Learn)
-2.676761,2.581785,?,(Learn)
-4.842021,4.305065,?,(Learn)
-2.290097,1.05897,?,(Learn)
1.326477,1.603766,?,(Learn)
-3.76538,2.31697,?,(Learn)
-2.052874,2.542624,?,(Learn)
-3.476108,2.482531,?,(Learn)
-2.305187,0.941568,?,(Learn)
-1.939435,5.85792,?,(Learn)
-0.857371,2.578576,?,(Learn)
-0.604384,4.272413,?,(Learn)
0.470025,3.359976,?,(Learn)
-4.190096,2.993672,?,(Learn)
-2.372758,3.418294,?,(Learn)
-4.823582,4.410433,?,(Learn)
-6.212965,6.031088,?,(Learn)
-4.865811,3.401439,?,(Learn)
-1.169444,1.434716,?,(Learn)
-1.760407,5.115592,?,(Learn)
-2.117254,4.359967,?,(Learn)
-1.549086,1.984555,?,(Learn)
-2.620984,2.877311,?,(Learn)
-2.112992,6.512104,?,(Learn)
-6.315329,5.880547,?,(Learn)
-3.767112,0.318234,?,(Learn)
-1.004032,1.961103,?,(Learn)
-2.526476,0.048053,?,(Learn)
-3.38291,2.580745,?,(Learn)
-3.044118,2.014959,?,(Learn)
-3.457287,1.28758,?,(Learn)
-3.165348,3.961826,?,(Learn)
-5.428449,3.406707,?,(Learn)
-2.635103,2.526352,?,(Learn)
-5.661796,2.44154,?,(Learn)
-0.507595,2.956252,?,(Learn)
-0.118063,1.307681,?,(Learn)
-4.7668,4.036881,?,(Learn)
-0.88459,3.589334,?,(Learn)
-2.219512,3.484437,?,(Learn)
-2.633518,1.944812,?,(Learn)
-4.294374,2.77872,?,(Learn)
-3.511645,3.948966,?,(Learn)
-3.824264,0.395598,?,(Learn)
-2.364182,5.020178,?,(Learn)
-4.474544,4.542761,?,(Learn)
-1.077654,2.756984,?,(Learn)
-4.449334,6.40679,?,(Learn)
-4.878506,2.877473,?,(Learn)
-2.527055,4.600089,?,(Learn)
-1.229562,3.900971,?,(Learn)
-1.734297,7.521962,?,(Learn)
-5.673994,0.576366,?,(Learn)
-3.249269,1.935361,?,(Learn)
-4.376817,-0.21446,?,(Learn)
-5.77478,3.940609,?,(Learn)
1.116374,0.614325,?,(Learn)
-3.230824,1.661718,?,(Learn)
-1.617251,1.327766,?,(Learn)
-1.602118,3.239356,?,(Learn)
-1.001385,1.061929,?,(Learn)
-3.467641,4.721313,?,(Learn)
-0.103161,1.920393,?,(Learn)
-0.723644,0.539792,?,(Learn)
0.850858,1.217494,?,(Learn)
-0.600459,1.189229,?,(Learn)
0.766802,0.204151,?,(Learn)
-5.498175,-2.980817,?,(Learn)
-4.758613,3.023961,?,(Learn)
-3.628758,4.754637,?,(Learn)
-1.631477,0.021515,?,(Learn)
-0.646692,-1.664557,?,(Learn)
-4.538946,-4.589303,?,(Learn)
-2.324332,-3.45139,?,(Learn)
-4.500942,-3.877217,?,(Learn)
-4.794416,-2.188493,?,(Learn)
-2.338553,-1.75248,?,(Learn)
-2.57092,-3.502385,?,(Learn)
1.075446,-4.900999,?,(Learn)
-6.411127,-3.303308,?,(Learn)
-5.37148,-3.753603,?,(Learn)
0.213765,-1.719139,?,(Learn)
-5.45298,-2.755706,?,(Learn)
-6.274743,-2.937166,?,(Learn)
-3.870782,-5.668444,?,(Learn)
-3.639369,-2.541378,?,(Learn)
-5.136282,-3.771925,?,(Learn)
-1.955255,-3.020334,?,(Learn)
-6.430228,-1.702233,?,(Learn)
1.222014,-3.541548,?,(Learn)
-3.168612,-2.151051,?,(Learn)
-1.57246,-2.682321,?,(Learn)
-6.391562,-2.767869,?,(Learn)
-6.268486,-4.106022,?,(Learn)
-5.327211,-2.901255,?,(Learn)
-0.942571,-2.736389,?,(Learn)
-2.88111,-0.857484,?,(Learn)
-5.654368,-2.958097,?,(Learn)
-5.728053,-4.897016,?,(Learn)
-0.119851,-3.446303,?,(Learn)
-2.672041,-2.862839,?,(Learn)
-3.474283,-4.506511,?,(Learn)
-4.33109,-5.056318,?,(Learn)
-3.915649,-3.589589,?,(Learn)
-0.949183,-2.339165,?,(Learn)
-3.740444,-2.859628,?,(Learn)
-4.477808,-4.589764,?,(Learn)
-4.940635,-2.237572,?,(Learn)
-0.03944,-4.307516,?,(Learn)
-6.903515,-2.754856,?,(Learn)
1.528583,-3.413568,?,(Learn)
-2.97055,-2.989191,?,(Learn)
-4.493485,-2.389407,?,(Learn)
-2.676033,-3.306232,?,(Learn)
-2.137916,-4.130309,?,(Learn)
-3.377662,-3.335966,?,(Learn)
0.198194,-0.091805,?,(Learn)
-5.257879,-3.654066,?,(Learn)
-4.962062,-3.818225,?,(Learn)
-2.463576,-4.538657,?,(Learn)
-3.979931,-4.225328,?,(Learn)
-0.955655,-1.209021,?,(Learn)
0.886593,-2.654862,?,(Learn)
-1.017624,-3.245454,?,(Learn)
-4.786804,-3.177107,?,(Learn)
-1.555869,-2.275721,?,(Learn)
-4.254852,-5.267692,?,(Learn)
-9.134564,-4.014196,?,(Learn)
-5.918462,-2.07413,?,(Learn)
0.26459,-2.849918,?,(Learn)
-5.962376,-3.181549,?,(Learn)
-3.770612,-2.947582,?,(Learn)
0.703475,-1.847349,?,(Learn)
-5.931477,-3.633358,?,(Learn)
-1.958422,-3.604048,?,(Learn)
-3.499675,-2.228103,?,(Learn)
-2.09925,-2.501225,?,(Learn)
-4.90958,-2.020202,?,(Learn)
-1.475897,-1.489616,?,(Learn)
-3.582248,-2.629884,?,(Learn)
-3.078345,-3.14333,?,(Learn)
-4.511642,-4.685291,?,(Learn)
-0.19576,-2.584918,?,(Learn)
-1.809744,-2.31153,?,(Learn)
-5.656758,-3.360012,?,(Learn)
-6.309817,-4.928555,?,(Learn)
0.23088,-2.586892,?,(Learn)
1.587188,-0.778114,?,(Learn)
0.651693,-3.443754,?,(Learn)
-2.935834,-1.96105,?,(Learn)
-3.400619,-2.069303,?,(Learn)
-1.610431,-3.625354,?,(Learn)
-2.681345,-3.249104,?,(Learn)
-2.147304,-3.12843,?,(Learn)
-1.898219,-3.51548,?,(Learn)
-4.279937,-3.678593,?,(Learn)
-5.490698,-2.432122,?,(Learn)
-3.016024,-3.204283,?,(Learn)
-4.740194,-3.840129,?,(Learn)
-0.284479,-3.256517,?,(Learn)
-1.258541,-4.344207,?,(Learn)
-0.426026,-3.303924,?,(Learn)
-0.638133,-3.390745,?,(Learn)
-1.637378,-2.894775,?,(Learn)
0.03978,-3.18301,?,(Learn)
-3.53843,-4.555752,?,(Learn)
-4.67768,-4.259876,?,(Learn)
-3.280748,-3.880176,?,(Learn)
-6.656368,-3.955371,?,(Learn)
-3.376072,-4.051403,?,(Learn)
-1.213215,-1.21772,?,(Learn)
-4.580792,-1.943776,?,(Learn)
2.844938,-0.704711,?,(Learn)
3.401871,-3.94489,?,(Learn)
2.005554,-4.862736,?,(Learn)
3.455358,-2.569286,?,(Learn)
3.244978,-4.741219,?,(Learn)
2.837964,-1.550725,?,(Learn)
3.744733,0.135636,?,(Learn)
2.776633,-2.672932,?,(Learn)
3.976305,-2.83113,?,(Learn)
2.852564,3.282069,?,(Learn)
3.119088,-0.366642,?,(Learn)
2.09641,-2.921851,?,(Learn)
4.251494,-2.701405,?,(Learn)
0.535928,-2.357623,?,(Learn)
3.125201,-6.276259,?,(Learn)
3.716389,-0.564457,?,(Learn)
2.979468,2.45617,?,(Learn)
2.876554,-5.366358,?,(Learn)
3.470384,-1.249743,?,(Learn)
2.701186,-2.684933,?,(Learn)
4.144084,-0.573346,?,(Learn)
2.707331,0.238872,?,(Learn)
2.443279,-7.456279,?,(Learn)
2.876499,-2.330579,?,(Learn)
3.572631,-3.170295,?,(Learn)
4.001575,-7.019895,?,(Learn)
2.733692,-4.909369,?,(Learn)
3.088384,-4.497927,?,(Learn)
4.263701,-5.671188,?,(Learn)
1.832912,-3.991947,?,(Learn)
2.289743,-4.3005,?,(Learn)
3.779384,-2.878589,?,(Learn)
4.545559,-5.464386,?,(Learn)
2.284315,-0.436031,?,(Learn)
2.199536,-4.11537,?,(Learn)
2.445434,-4.310719,?,(Learn)
2.531188,-5.166695,?,(Learn)
3.501137,-9.267779,?,(Learn)
2.985039,-1.045258,?,(Learn)
1.908152,-4.860139,?,(Learn)
4.579285,-8.038595,?,(Learn)
3.863054,1.643106,?,(Learn)
0.993891,-3.437853,?,(Learn)
3.272129,-3.777075,?,(Learn)
2.996855,-3.235308,?,(Learn)
2.458395,-0.87527,?,(Learn)
1.920193,-3.911349,?,(Learn)
4.155427,-1.129553,?,(Learn)
3.65461,-1.699727,?,(Learn)
4.053915,-4.899287,?,(Learn)
3.379534,-1.305556,?,(Learn)
2.94337,-1.408603,?,(Learn)
2.277659,0.136092,?,(Learn)
3.984503,0.124281,?,(Learn)
2.388219,-1.533966,?,(Learn)
3.253457,-4.290403,?,(Learn)
4.063029,-1.922601,?,(Learn)
1.523991,-1.217462,?,(Learn)
3.742136,-1.367885,?,(Learn)
3.218282,-4.686091,?,(Learn)
3.433126,0.071531,?,(Learn)
2.537612,-7.51179,?,(Learn)
2.701604,-6.849677,?,(Learn)
2.776812,-3.372964,?,(Learn)
3.33598,0.075157,?,(Learn)
3.902039,-5.038772,?,(Learn)
3.650814,-4.307893,?,(Learn)
-0.019878,-7.316366,?,(Learn)
1.901106,-5.48951,?,(Learn)
1.96181,-2.414576,?,(Learn)
0.889365,-1.533597,?,(Learn)
1.022371,-4.07991,?,(Learn)
2.311002,-0.968041,?,(Learn)
4.480732,-4.610908,?,(Learn)
2.756203,-1.606449,?,(Learn)
1.451184,-5.524209,?,(Learn)
2.926307,-3.055093,?,(Learn)
5.146149,0.614737,?,(Learn)
2.631131,-1.253973,?,(Learn)
4.144212,-3.296076,?,(Learn)
2.823971,0.351145,?,(Learn)
2.552307,-0.551679,?,(Learn)
1.583253,-5.480752,?,(Learn)
4.191618,-1.522609,?,(Learn)
0.886142,0.874609,?,(Learn)
1.29923,-7.577376,?,(Learn)
4.019662,-2.158492,?,(Learn)
3.038426,-6.050514,?,(Learn)
3.153676,-0.356273,?,(Learn)
4.759346,1.10548,?,(Learn)
1.856203,-1.887647,?,(Learn)
2.456513,0.271512,?,(Learn)
2.188763,-1.688144,?,(Learn)
3.118488,-3.934314,?,(Learn)
4.287739,-2.522413,?,(Learn)
3.514445,-2.452178,?,(Learn)
3.814488,-1.558652,?,(Learn)
3.787128,-4.797752,?,(Learn)
2.356468,-5.012882,?,(Learn)
3.396793,-4.859023,?,(Learn)
-1.00023,-0.36779,?,(Learn)
1.571856,-0.982374,?,(Learn)
-0.280866,5.052934,?,(Learn)
0.150075,2.122058,?,(Learn)
2.362957,-0.210292,?,(Learn)
0.262935,0.235382,?,(Learn)
-0.908963,-0.693853,?,(Learn)
0.151607,3.377479,?,(Learn)
0.071617,2.051794,?,(Learn)
4.232101,-1.669965,?,(Learn)
0.11876,-1.866645,?,(Learn)
-5.05538,-0.981804,?,(Learn)
0.14089,-1.920261,?,(Learn)
1.065621,1.642041,?,(Learn)
1.654632,0.398468,?,(Learn)
-1.47007,2.289928,?,(Learn)
-4.408351,-3.888273,?,(Learn)
-1.258659,1.425616,?,(Learn)
0.941907,-1.565986,?,(Learn)
2.655433,-4.38575,?,(Learn)
0.349932,-1.971314,?,(Learn)
-0.124759,1.572454,?,(Learn)
4.867474,-3.391243,?,(Learn)
-0.821142,0.671033,?,(Learn)
-0.224353,4.721601,?,(Learn)
0.37287,0.301253,?,(Learn)
3.538289,2.071038,?,(Learn)
3.63004,2.489364,?,(Learn)
-2.639505,3.75071,?,(Learn)
-3.575312,-3.790191,?,(Learn)
2.629221,3.975589,?,(Learn)
-2.969744,1.155967,?,(Learn)
-0.384099,1.315836,?,(Learn)
-2.578377,-2.6265,?,(Learn)
-3.244287,1.482822,?,(Learn)
-3.118814,-1.275064,?,(Learn)
-1.38551,3.50876,?,(Learn)
-0.613319,-0.284992,?,(Learn)
0.606013,3.716161,?,(Learn)
-0.702639,-1.826332,?,(Learn)
-1.531686,1.153953,?,(Learn)
3.370913,1.026641,?,(Learn)
-2.184394,-0.972785,?,(Learn)
-2.815894,-1.225401,?,(Learn)
1.198524,0.22486,?,(Learn)
-2.343514,2.534209,?,(Learn)
1.047497,4.996603,?,(Learn)
-0.810353,0.11368,?,(Learn)
-1.326673,-3.670432,?,(Learn)
-2.32182,1.132251,?,(Learn)
3.904511,1.97629,?,(Learn)
-1.634284,3.290136,?,(Learn)
-0.321557,3.336096,?,(Learn)
-0.258311,0.222186,?,(Learn)
1.280911,-0.672586,?,(Learn)
1.983643,4.161526,?,(Learn)
1.412873,0.884537,?,(Learn)
4.005159,-1.941228,?,(Learn)
1.290868,-2.406893,?,(Learn)
-0.748328,0.307841,?,(Learn)
3.557758,-0.368287,?,(Learn)
-2.053033,0.75343,?,(Learn)
6.398521,3.762237,?,(Learn)
-3.936502,-2.647759,?,(Learn)
-0.464889,2.723119,?,(Learn)
-2.99645,0.640999,?,(Learn)
0.598718,-1.51243,?,(Learn)
1.250243,-0.926638,?,(Learn)
2.098203,1.895772,?,(Learn)
4.097271,-0.472657,?,(Learn)
-0.340578,-5.281083,?,(Learn)
4.421742,1.146155,?,(Learn)
-1.51985,-0.226136,?,(Learn)
-0.804367,-2.275558,?,(Learn)
0.623591,1.573261,?,(Learn)
-0.71104,-1.490363,?,(Learn)
2.552193,0.039202,?,(Learn)
4.57755,0.610286,?,(Learn)
5.443464,1.535028,?,(Learn)
2.753901,-1.624835,?,(Learn)
-2.093762,1.914963,?,(Learn)
1.171435,1.225367,?,(Learn)
0.702161,-4.09833,?,(Learn)
-1.296767,-1.222768,?,(Learn)
1.511836,-1.126687,?,(Learn)
0.872679,2.174717,?,(Learn)
1.342981,0.523779,?,(Learn)
1.22429,1.448934,?,(Learn)
3.678659,-0.907976,?,(Learn)
-2.752652,-2.866889,?,(Learn)
1.570422,-2.389258,?,(Learn)
1.289827,1.115763,?,(Learn)
-3.207814,1.864949,?,(Learn)
0.831731,2.744603,?,(Learn)
-0.478645,0.171671,?,(Learn)
1.993825,-3.552001,?,(Learn)
3.576195,2.093593,?,(Learn)
-3.189658,1.284241,?,(Learn)
-1.444607,-1.893873,?,(Learn)
-0.745764,0.113981,?,(Learn)
-2.684843,1.308782,?,(Learn)
6.200015,3.308759,?,(Learn)
3.603698,0.962989,?,(Learn)
2.452578,4.843649,?,(Learn)
5.418283,2.767326,?,(Learn)
1.546629,1.71269,?,(Learn)
7.519352,1.577058,?,(Learn)
1.947509,6.208512,?,(Learn)
3.290152,3.344593,?,(Learn)
-0.05199,2.82251,?,(Learn)
4.703154,4.575565,?,(Learn)
4.406921,1.636493,?,(Learn)
1.553239,4.755576,?,(Learn)
2.157278,0.139142,?,(Learn)
3.588403,5.32848,?,(Learn)
5.619961,1.810667,?,(Learn)
0.846635,0.349282,?,(Learn)
3.062766,6.663846,?,(Learn)
1.170487,1.558406,?,(Learn)
1.732639,2.138245,?,(Learn)
4.776437,6.808001,?,(Learn)
1.460159,5.336403,?,(Learn)
1.495306,0.695671,?,(Learn)
8.107723,6.058398,?,(Learn)
5.633918,2.663517,?,(Learn)
-0.290035,2.280607,?,(Learn)
7.006966,6.457082,?,(Learn)
3.660404,4.014402,?,(Learn)
5.281774,3.507741,?,(Learn)
2.05887,1.684774,?,(Learn)
4.789034,4.764435,?,(Learn)
0.126775,3.839399,?,(Learn)
3.304651,2.126419,?,(Learn)
0.437204,1.004821,?,(Learn)
2.955765,2.132544,?,(Learn)
4.906816,5.126448,?,(Learn)
3.962224,-0.901633,?,(Learn)
1.814173,4.395667,?,(Learn)
2.633739,1.735704,?,(Learn)
4.4745,1.27791,?,(Learn)
3.253949,4.825593,?,(Learn)
0.751627,-0.759983,?,(Learn)
4.495611,0.620563,?,(Learn)
0.419021,4.37718,?,(Learn)
0.077532,3.146557,?,(Learn)
2.222268,4.095612,?,(Learn)
3.354825,4.193279,?,(Learn)
4.926589,3.096211,?,(Learn)
5.474444,2.440971,?,(Learn)
0.618191,2.583091,?,(Learn)
1.870973,3.198562,?,(Learn)
4.778467,2.866523,?,(Learn)
2.961413,-0.233915,?,(Learn)
2.501358,0.373722,?,(Learn)
2.98331,3.390625,?,(Learn)
1.005524,4.985216,?,(Learn)
1.110652,3.272947,?,(Learn)
0.025087,-0.338297,?,(Learn)
0.539937,3.662056,?,(Learn)
2.209595,3.913364,?,(Learn)
3.471297,1.094465,?,(Learn)
-0.619509,1.579146,?,(Learn)
2.870386,2.739736,?,(Learn)
5.376372,2.974978,?,(Learn)
3.348655,4.615566,?,(Learn)
1.184514,2.422663,?,(Learn)
-0.228685,3.523212,?,(Learn)
4.906454,5.35322,?,(Learn)
4.245914,1.990188,?,(Learn)
3.899392,4.632468,?,(Learn)
3.615566,0.320572,?,(Learn)
3.441324,3.982008,?,(Learn)
3.291293,4.348561,?,(Learn)
3.455408,5.371578,?,(Learn)
3.739271,2.353575,?,(Learn)
4.234643,0.678826,?,(Learn)
0.66721,2.088381,?,(Learn)
4.585134,5.882948,?,(Learn)
1.507298,5.2179,?,(Learn)
0.663794,3.604896,?,(Learn)
2.618984,3.872979,?,(Learn)
2.471791,1.244137,?,(Learn)
0.556391,2.522765,?,(Learn)
2.599428,5.000368,?,(Learn)
2.886588,2.085862,?,(Learn)
4.952912,3.994534,?,(Learn)
2.628214,3.279741,?,(Learn)
4.413823,5.404385,?,(Learn)
1.309989,4.023003,?,(Learn)
6.071123,7.332949,?,(Learn)
2.842979,5.813695,?,(Learn)
1.876922,4.066288,?,(Learn)
5.909365,5.219427,?,(Learn)
3.682308,4.361451,?,(Learn)
-2.165615,2.127941,?,(Learn)
3.936757,4.585724,?,(Learn)
7.580283,8.037116,?,(Learn)
5.155102,3.028522,?,(Learn)
1.84609,4.225384,?,(Learn)
5.354355,2.491386,?,(Learn)
-4.487042,2.014955,?,(Learn)
-3.551763,6.519212,?,(Learn)
-5.05903,5.607912,?,(Learn)
-5.941463,1.246817,?,(Learn)
-0.386665,1.108449,?,(Learn)
0.887814,0.427972,?,(Learn)
0.135669,1.656583,?,(Learn)
0.424655,2.15037,?,(Learn)
-1.693671,3.747154,?,(Learn)
-1.443068,3.684863,?,(Learn)
-1.223021,1.091509,?,(Learn)
-3.540029,6.119694,?,(Learn)
-4.505826,4.207516,?,(Learn)
-2.367538,1.955884,?,(Learn)
-4.045468,3.594299,?,(Learn)
-3.500693,4.246431,?,(Learn)
-0.3918,-1.09703,?,(Learn)
-0.035601,1.298353,?,(Learn)
-3.164062,1.486083,?,(Learn)
-1.585636,1.335089,?,(Learn)
-4.425526,0.994907,?,(Learn)
-4.486929,4.603146,?,(Learn)
-4.150875,1.183674,?,(Learn)
-6.169049,0.707897,?,(Learn)
-0.548746,2.234048,?,(Learn)
-6.679427,4.604174,?,(Learn)
-1.556653,3.020164,?,(Learn)
-1.501968,5.052503,?,(Learn)
-4.893037,3.164746,?,(Learn)
-2.246421,2.743433,?,(Learn)
-1.029933,4.225441,?,(Learn)
-4.06426,3.883631,?,(Learn)
-2.155429,2.438812,?,(Learn)
-3.146396,-0.423793,?,(Learn)
-2.955923,4.927807,?,(Learn)
-0.309002,0.094767,?,(Learn)
-3.558109,4.726238,?,(Learn)
-5.531116,5.521787,?,(Learn)
-3.429504,0.918346,?,(Learn)
