# 
#
data2.txt
Categorization
Numerical,Numerical,Label
x,y,Label
0.59226,-0.289659,?,(Learn)
-1.057461,-0.172163,?,(Learn)
-3.414993,0.119773,?,(Learn)
-0.870061,-0.344823,?,(Learn)
1.449404,1.310333,?,(Learn)
0.362727,-0.511137,?,(Learn)
0.548814,0.499327,?,(Learn)
1.730319,1.781315,?,(Learn)
-1.852544,1.444416,?,(Learn)
1.002358,-0.901876,?,(Learn)
0.200915,0.477241,?,(Learn)
-0.196724,-3.11597,?,(Learn)
1.254282,0.890337,?,(Learn)
0.150932,-1.821995,?,(Learn)
0.007191,0.193118,?,(Learn)
-0.15907,1.031072,?,(Learn)
0.232214,-1.050177,?,(Learn)
-0.895291,-0.718795,?,(Learn)
0.744279,-0.558937,?,(Learn)
0.125699,2.017173,?,(Learn)
0.139687,0.311253,?,(Learn)
0.223111,1.746847,?,(Learn)
-0.989982,0.812169,?,(Learn)
-0.940354,0.056997,?,(Learn)
-1.985021,-0.77443,?,(Learn)
-0.064253,0.106311,?,(Learn)
-1.607288,-0.771132,?,(Learn)
1.190607,2.125007,?,(Learn)
0.04097,-1.458996,?,(Learn)
0.498101,0.617047,?,(Learn)
-0.168274,-1.224715,?,(Learn)
1.28689,-0.609744,?,(Learn)
0.284619,0.941038,?,(Learn)
0.289572,0.321759,?,(Learn)
-0.49639,1.240306,?,(Learn)
-1.938815,-0.409463,?,(Learn)
0.190359,-0.576954,?,(Learn)
-0.358315,1.66722,?,(Learn)
0.333617,-0.370431,?,(Learn)
0.344593,-0.466329,?,(Learn)
-1.234251,-0.494142,?,(Learn)
0.130507,1.044436,?,(Learn)
-1.446132,-1.04321,?,(Learn)
-0.908227,-0.561068,?,(Learn)
1.496058,-0.101801,?,(Learn)
0.216077,0.66891,?,(Learn)
-0.461984,-0.841291,?,(Learn)
-0.960791,0.035194,?,(Learn)
0.034252,-0.130018,?,(Learn)
2.826097,-0.361222,?,(Learn)
0.137939,0.237835,?,(Learn)
0.223318,0.267372,?,(Learn)
1.522885,-0.292026,?,(Learn)
1.102317,0.187949,?,(Learn)
1.060064,0.619909,?,(Learn)
0.067898,0.734418,?,(Learn)
0.750198,2.45357,?,(Learn)
0.829306,-0.330971,?,(Learn)
-1.237153,-0.722038,?,(Learn)
0.747166,0.269805,?,(Learn)
-2.838463,-1.174263,?,(Learn)
-0.09782,0.489909,?,(Learn)
-1.106221,0.989268,?,(Learn)
-0.117725,-0.259039,?,(Learn)
-9.72E-4,1.56741,?,(Learn)
0.486665,0.183562,?,(Learn)
-1.543198,0.503026,?,(Learn)
1.582474,0.730862,?,(Learn)
1.473943,0.545081,?,(Learn)
-0.985893,0.540335,?,(Learn)
-17.332144,11.43726,?,(Learn)
-14.083281,14.912561,?,(Learn)
-14.615992,12.258477,?,(Learn)
-15.682124,15.754568,?,(Learn)
-15.778051,14.998411,?,(Learn)
-15.528716,9.412848,?,(Learn)
-13.016403,17.422066,?,(Learn)
-14.312091,20.36951,?,(Learn)
-15.373321,12.448444,?,(Learn)
-13.683563,14.345002,?,(Learn)
-14.653688,11.472263,?,(Learn)
-12.761325,5.00743,?,(Learn)
-13.305105,11.288918,?,(Learn)
-14.75091,14.74049,?,(Learn)
-14.013098,18.740246,?,(Learn)
-15.220415,14.954546,?,(Learn)
-15.543124,13.154084,?,(Learn)
-13.981894,7.753527,?,(Learn)
-15.6754,13.187271,?,(Learn)
-14.462928,13.128193,?,(Learn)
-14.364752,8.079792,?,(Learn)
-16.803684,24.231388,?,(Learn)
-15.279854,10.542768,?,(Learn)
-13.807362,12.426722,?,(Learn)
-13.903778,22.368448,?,(Learn)
-14.167824,13.758736,?,(Learn)
-13.518841,19.143568,?,(Learn)
-14.831961,14.91755,?,(Learn)
-15.509652,11.568766,?,(Learn)
-13.631021,13.455528,?,(Learn)
-15.718716,10.658056,?,(Learn)
-15.230033,18.086842,?,(Learn)
-15.943558,11.487441,?,(Learn)
-13.468128,19.263525,?,(Learn)
-13.848236,18.412224,?,(Learn)
-15.13111,15.373602,?,(Learn)
-14.24832,9.654708,?,(Learn)
-14.798791,4.009772,?,(Learn)
-14.902075,18.521694,?,(Learn)
-13.573474,12.135744,?,(Learn)
-14.194954,10.151953,?,(Learn)
-14.193921,12.592537,?,(Learn)
-14.559973,13.381944,?,(Learn)
-14.144298,14.370537,?,(Learn)
-15.3676,17.339584,?,(Learn)
-13.767699,9.580605,?,(Learn)
-15.996389,11.599011,?,(Learn)
-15.401714,13.426944,?,(Learn)
-14.969189,23.655361,?,(Learn)
-15.410967,16.41869,?,(Learn)
-14.270511,25.117874,?,(Learn)
-13.663658,8.443695,?,(Learn)
-16.369238,15.219476,?,(Learn)
-15.893728,23.22739,?,(Learn)
-15.396254,22.483013,?,(Learn)
-16.716122,10.436057,?,(Learn)
-14.713467,13.022347,?,(Learn)
-15.738177,11.611588,?,(Learn)
-15.470441,17.795956,?,(Learn)
-15.346075,5.854145,?,(Learn)
-14.676575,18.294893,?,(Learn)
-15.127421,4.438013,?,(Learn)
-14.068205,6.991838,?,(Learn)
-16.46505,12.827194,?,(Learn)
-15.043871,22.056429,?,(Learn)
-15.452167,8.886227,?,(Learn)
-14.74543,14.38759,?,(Learn)
-16.607712,20.30344,?,(Learn)
-18.05862,13.079586,?,(Learn)
-13.688323,15.432311,?,(Learn)
-14.063129,15.825131,?,(Learn)
-14.386134,15.05219,?,(Learn)
-16.616444,9.989031,?,(Learn)
-14.210361,15.311908,?,(Learn)
-15.40163,8.109255,?,(Learn)
-16.66785,21.437256,?,(Learn)
-16.095411,6.777419,?,(Learn)
-15.580136,18.222216,?,(Learn)
-16.664524,11.971951,?,(Learn)
-13.049982,9.005942,?,(Learn)
-14.558088,19.919476,?,(Learn)
-14.567102,10.148307,?,(Learn)
-15.473417,8.563859,?,(Learn)
-14.772441,14.328628,?,(Learn)
-17.415485,15.300706,?,(Learn)
-15.480021,10.649675,?,(Learn)
-14.556455,17.10592,?,(Learn)
-14.662818,25.120392,?,(Learn)
-16.04931,19.728165,?,(Learn)
-15.377313,2.86098,?,(Learn)
-15.148088,19.36014,?,(Learn)
-14.006069,14.242926,?,(Learn)
-13.682047,19.179169,?,(Learn)
-14.887677,13.969918,?,(Learn)
-15.727789,15.955776,?,(Learn)
-15.623917,16.909714,?,(Learn)
-14.229037,14.612485,?,(Learn)
-16.800161,16.98567,?,(Learn)
-15.09995,12.205333,?,(Learn)
-14.753303,8.023877,?,(Learn)
-15.119364,22.267778,?,(Learn)
-13.817563,8.546781,?,(Learn)
-15.689176,12.411671,?,(Learn)
-14.387385,11.531122,?,(Learn)
-14.715425,16.28916,?,(Learn)
-14.012145,17.643616,?,(Learn)
-14.859587,20.694048,?,(Learn)
-12.98872,19.647192,?,(Learn)
-13.896907,18.013365,?,(Learn)
-14.354417,20.069645,?,(Learn)
-13.89837,12.839228,?,(Learn)
-14.721746,9.987234,?,(Learn)
-17.28789,5.804811,?,(Learn)
-14.686184,11.505226,?,(Learn)
-14.994631,14.310065,?,(Learn)
-17.452364,6.6674,?,(Learn)
-14.373051,11.887499,?,(Learn)
-15.824598,13.193821,?,(Learn)
-14.983191,20.704224,?,(Learn)
-17.029322,15.986756,?,(Learn)
-14.681855,19.02422,?,(Learn)
-15.141479,17.029598,?,(Learn)
-15.312797,21.763428,?,(Learn)
-15.388663,17.045218,?,(Learn)
-15.114225,16.802809,?,(Learn)
-15.353669,14.928165,?,(Learn)
-12.793878,18.903502,?,(Learn)
-14.490954,19.91855,?,(Learn)
-14.110061,5.082654,?,(Learn)
-15.918806,13.971253,?,(Learn)
-15.420434,14.341945,?,(Learn)
-14.728357,13.799726,?,(Learn)
-16.396177,6.150421,?,(Learn)
-15.489205,18.764553,?,(Learn)
-13.950988,15.687574,?,(Learn)
-13.474991,18.077995,?,(Learn)
-13.599625,17.648312,?,(Learn)
-13.980748,18.028038,?,(Learn)
-15.461688,16.027073,?,(Learn)
-15.027484,6.293171,?,(Learn)
-13.191263,16.22828,?,(Learn)
-15.013853,18.83657,?,(Learn)
-14.819648,14.888847,?,(Learn)
-19.558393,-14.933549,?,(Learn)
-17.619797,-14.037786,?,(Learn)
-19.90944,-18.605572,?,(Learn)
-24.032776,-18.340849,?,(Learn)
-17.189201,-19.591333,?,(Learn)
-8.325171,-22.048864,?,(Learn)
-7.579777,-16.08051,?,(Learn)
-20.24594,-21.449062,?,(Learn)
-16.239807,-12.920966,?,(Learn)
-14.399399,-18.206364,?,(Learn)
-14.110761,-12.877317,?,(Learn)
-17.47674,-19.417385,?,(Learn)
-18.367989,-2.004927,?,(Learn)
-14.907224,-11.428682,?,(Learn)
-13.649691,-20.072102,?,(Learn)
-22.659283,-11.906061,?,(Learn)
-8.124212,-18.097315,?,(Learn)
-15.287339,-15.695135,?,(Learn)
-4.13973,-17.050316,?,(Learn)
-12.865036,-12.693968,?,(Learn)
-10.689615,-21.966038,?,(Learn)
-20.854275,-12.492441,?,(Learn)
-10.544324,-11.47891,?,(Learn)
-18.552502,-12.29051,?,(Learn)
-19.182266,-11.957751,?,(Learn)
-14.661386,-18.604822,?,(Learn)
-13.108614,-12.263613,?,(Learn)
-12.701799,-15.685956,?,(Learn)
-12.416019,-22.985058,?,(Learn)
-13.610622,-12.77924,?,(Learn)
-12.671449,-10.197363,?,(Learn)
-16.239645,-22.209152,?,(Learn)
-19.788162,-17.231691,?,(Learn)
-13.052183,-3.580924,?,(Learn)
-14.70037,-8.471114,?,(Learn)
-16.613695,-15.234674,?,(Learn)
-17.502077,-9.334265,?,(Learn)
-7.968976,-14.703281,?,(Learn)
-8.558599,-26.19154,?,(Learn)
-14.927801,-8.856571,?,(Learn)
-8.817337,-17.139305,?,(Learn)
-12.897692,-13.813273,?,(Learn)
-15.076992,-9.940884,?,(Learn)
-9.903465,-12.860646,?,(Learn)
-12.086042,-14.85341,?,(Learn)
-21.493761,-9.301552,?,(Learn)
-25.86141,-22.603926,?,(Learn)
-15.513442,-18.286575,?,(Learn)
-16.100107,-24.894411,?,(Learn)
-23.110754,-13.729807,?,(Learn)
-17.283476,-14.326092,?,(Learn)
-13.52528,-17.361168,?,(Learn)
-12.470188,-16.76067,?,(Learn)
-14.807905,-14.660496,?,(Learn)
-9.490688,-15.184191,?,(Learn)
-17.914587,-16.436245,?,(Learn)
-1.678787,-15.413284,?,(Learn)
-19.957106,-15.685849,?,(Learn)
-10.466063,-11.331238,?,(Learn)
-31.85815,-10.785462,?,(Learn)
-18.441137,-11.710655,?,(Learn)
-12.863094,-14.341757,?,(Learn)
-21.35515,-19.952724,?,(Learn)
-20.829685,-21.18316,?,(Learn)
-19.399057,-14.818301,?,(Learn)
-13.552652,-15.039527,?,(Learn)
-18.144573,-13.076139,?,(Learn)
-18.138111,-19.419987,?,(Learn)
-14.339872,-26.778065,?,(Learn)
-15.526084,-16.266012,?,(Learn)
-19.206825,-21.816357,?,(Learn)
-14.62037,-20.452908,?,(Learn)
-19.618826,-16.361595,?,(Learn)
-12.934725,-16.830347,?,(Learn)
-14.606458,-9.051178,?,(Learn)
-15.293223,-11.906954,?,(Learn)
-22.355972,-10.288153,?,(Learn)
-15.783305,-15.359145,?,(Learn)
-19.39915,-19.932343,?,(Learn)
-12.599282,-13.095819,?,(Learn)
-19.522663,-25.20979,?,(Learn)
-16.13406,-18.393492,?,(Learn)
-15.23569,-7.326548,?,(Learn)
-18.012112,-19.815933,?,(Learn)
-14.765895,-15.483953,?,(Learn)
-13.967274,-8.789364,?,(Learn)
-14.525389,-16.752478,?,(Learn)
-19.84375,-11.77482,?,(Learn)
-21.194435,-16.854973,?,(Learn)
-17.792294,-17.060295,?,(Learn)
-13.154724,-26.344019,?,(Learn)
-9.844833,-14.564213,?,(Learn)
-16.12092,-26.486761,?,(Learn)
-19.46146,-19.297207,?,(Learn)
-5.396729,-9.993313,?,(Learn)
-15.283793,-18.600405,?,(Learn)
-4.204699,-12.789296,?,(Learn)
-15.020694,-19.374704,?,(Learn)
-22.240211,-22.287039,?,(Learn)
-20.067795,-8.353392,?,(Learn)
-13.225652,-14.769862,?,(Learn)
-23.652275,-12.987586,?,(Learn)
-10.743889,-20.118725,?,(Learn)
-13.314039,-12.925323,?,(Learn)
-17.147877,-13.748524,?,(Learn)
-9.816861,-17.719261,?,(Learn)
-22.772263,-11.121761,?,(Learn)
-16.533337,-9.31318,?,(Learn)
-16.645584,-15.345205,?,(Learn)
-18.626713,-5.004423,?,(Learn)
-19.115747,-17.58747,?,(Learn)
-15.755444,-10.811119,?,(Learn)
-7.323237,-19.888912,?,(Learn)
-14.197841,-14.67701,?,(Learn)
-14.223008,-16.706516,?,(Learn)
-13.753949,-17.784761,?,(Learn)
-15.268085,-11.71848,?,(Learn)
-8.519402,-9.281039,?,(Learn)
-23.625748,-13.549755,?,(Learn)
-21.602629,-19.884075,?,(Learn)
-9.868748,-14.193653,?,(Learn)
-14.063108,-15.544453,?,(Learn)
-17.216246,-13.576723,?,(Learn)
-16.796738,-11.592009,?,(Learn)
-17.080496,-18.498375,?,(Learn)
-17.953556,-14.964,?,(Learn)
-8.171503,-12.546899,?,(Learn)
-13.611927,-19.803783,?,(Learn)
-19.498966,-16.132116,?,(Learn)
-13.071952,-9.66828,?,(Learn)
-16.287468,-15.878653,?,(Learn)
-15.486476,-18.509785,?,(Learn)
-14.398121,-17.95912,?,(Learn)
-10.29705,-11.416994,?,(Learn)
-13.377705,-11.3703,?,(Learn)
-4.741407,-15.963675,?,(Learn)
-18.00151,-28.20665,?,(Learn)
-16.063232,-11.569931,?,(Learn)
-18.287685,-9.166887,?,(Learn)
-15.606348,-21.109365,?,(Learn)
-19.014774,-16.493958,?,(Learn)
-15.051203,-5.12114,?,(Learn)
-22.078037,-13.111147,?,(Learn)
17.859436,-14.962481,?,(Learn)
15.163014,-15.683816,?,(Learn)
10.777939,-15.150509,?,(Learn)
19.324562,-15.451773,?,(Learn)
14.441773,-14.615749,?,(Learn)
19.427097,-15.82251,?,(Learn)
8.449048,-14.885705,?,(Learn)
21.981575,-16.133213,?,(Learn)
2.481167,-13.644617,?,(Learn)
16.968914,-13.550001,?,(Learn)
12.465081,-15.665576,?,(Learn)
11.18437,-15.232718,?,(Learn)
22.866055,-15.461441,?,(Learn)
13.012179,-13.455348,?,(Learn)
22.112545,-13.150183,?,(Learn)
23.142073,-14.763736,?,(Learn)
18.961618,-16.570683,?,(Learn)
19.389217,-13.915785,?,(Learn)
22.648024,-18.221321,?,(Learn)
16.150042,-15.217874,?,(Learn)
22.805048,-16.551987,?,(Learn)
12.311874,-14.039348,?,(Learn)
21.527626,-15.454539,?,(Learn)
21.940216,-16.587454,?,(Learn)
20.135757,-14.655606,?,(Learn)
17.68414,-15.271147,?,(Learn)
13.921689,-15.337254,?,(Learn)
4.849205,-14.674279,?,(Learn)
24.159939,-16.621323,?,(Learn)
8.894135,-14.213136,?,(Learn)
8.038045,-15.524358,?,(Learn)
15.563053,-15.924027,?,(Learn)
13.206129,-15.883924,?,(Learn)
14.00746,-14.282574,?,(Learn)
13.47364,-14.027037,?,(Learn)
13.725409,-16.563934,?,(Learn)
25.94664,-15.36845,?,(Learn)
10.234394,-16.43282,?,(Learn)
14.83175,-15.561269,?,(Learn)
20.931862,-14.523196,?,(Learn)
16.284496,-16.521582,?,(Learn)
9.144682,-15.027707,?,(Learn)
21.83901,-14.97467,?,(Learn)
21.502357,-14.848634,?,(Learn)
13.158678,-13.932578,?,(Learn)
12.781356,-14.891711,?,(Learn)
25.986458,-14.717267,?,(Learn)
10.357525,-14.941484,?,(Learn)
19.481104,-13.638069,?,(Learn)
11.393009,-13.645395,?,(Learn)
4.777361,-14.969474,?,(Learn)
27.698917,-14.981337,?,(Learn)
10.69246,-14.420851,?,(Learn)
15.312251,-12.719032,?,(Learn)
13.743681,-12.494488,?,(Learn)
22.039091,-16.084776,?,(Learn)
17.637623,-14.782227,?,(Learn)
19.561028,-14.94778,?,(Learn)
18.94936,-15.294343,?,(Learn)
11.526403,-15.300136,?,(Learn)
14.023753,-14.927745,?,(Learn)
16.74209,-15.246483,?,(Learn)
18.738647,-15.98954,?,(Learn)
27.526833,-14.725976,?,(Learn)
9.849178,-13.721243,?,(Learn)
16.724524,-14.1141,?,(Learn)
23.46397,-16.186167,?,(Learn)
14.017316,-15.304779,?,(Learn)
15.07142,-14.534513,?,(Learn)
6.69859,-14.547061,?,(Learn)
7.536242,-15.394165,?,(Learn)
17.443316,-15.74036,?,(Learn)
14.155617,-16.47774,?,(Learn)
19.220758,-15.509561,?,(Learn)
9.059543,-14.374574,?,(Learn)
10.828153,-15.271049,?,(Learn)
11.281155,-15.62655,?,(Learn)
23.321442,-15.132452,?,(Learn)
13.871775,-14.976265,?,(Learn)
19.949978,-16.140272,?,(Learn)
22.796001,-13.20907,?,(Learn)
17.636778,-14.540301,?,(Learn)
5.805341,-15.351318,?,(Learn)
15.826882,-15.339141,?,(Learn)
12.793899,-15.529958,?,(Learn)
8.242507,-15.278162,?,(Learn)
14.649662,-15.225615,?,(Learn)
14.948924,-14.03307,?,(Learn)
17.971369,-14.963349,?,(Learn)
12.236428,-15.2012,?,(Learn)
28.948425,-13.806799,?,(Learn)
23.351538,-17.788954,?,(Learn)
15.345904,-14.600637,?,(Learn)
15.420947,-14.622349,?,(Learn)
26.682293,-16.129004,?,(Learn)
13.780808,-15.697268,?,(Learn)
13.160642,-14.834188,?,(Learn)
19.948677,-15.401199,?,(Learn)
23.633429,-14.726955,?,(Learn)
21.564327,-16.086317,?,(Learn)
10.918985,-15.898734,?,(Learn)
3.505593,-14.898672,?,(Learn)
14.790368,-14.561071,?,(Learn)
20.279053,-14.815342,?,(Learn)
21.925724,-15.124376,?,(Learn)
7.759133,-15.393576,?,(Learn)
16.52513,-14.480881,?,(Learn)
19.103586,-14.047585,?,(Learn)
14.837197,-14.885867,?,(Learn)
19.801826,-14.657496,?,(Learn)
7.595885,-15.255837,?,(Learn)
4.39001,-16.013525,?,(Learn)
19.756374,-15.574163,?,(Learn)
10.532669,-14.162226,?,(Learn)
23.985262,-15.248582,?,(Learn)
20.906792,-15.345113,?,(Learn)
12.256727,-16.757793,?,(Learn)
27.023827,-13.924736,?,(Learn)
13.686825,-15.854464,?,(Learn)
16.471918,-14.379341,?,(Learn)
15.528587,-16.39782,?,(Learn)
6.693209,-14.27588,?,(Learn)
7.847738,-15.477901,?,(Learn)
12.868564,-14.930237,?,(Learn)
10.735695,-14.626538,?,(Learn)
10.934912,-14.601192,?,(Learn)
16.54434,-13.740546,?,(Learn)
13.298239,-15.810648,?,(Learn)
18.852947,-15.332807,?,(Learn)
17.00641,-16.092169,?,(Learn)
19.467262,-13.02158,?,(Learn)
12.069755,-13.726029,?,(Learn)
16.84676,-15.220377,?,(Learn)
13.172122,-16.455627,?,(Learn)
26.36787,-14.708616,?,(Learn)
11.654375,-14.483452,?,(Learn)
19.175789,-14.134624,?,(Learn)
9.954721,-17.29314,?,(Learn)
14.477425,-15.533746,?,(Learn)
13.302877,-14.452806,?,(Learn)
19.643587,-15.717563,?,(Learn)
22.006714,-14.00581,?,(Learn)
8.770267,-15.367521,?,(Learn)
14.787399,14.918902,?,(Learn)
15.097076,15.259181,?,(Learn)
15.143823,14.852454,?,(Learn)
14.746461,14.998913,?,(Learn)
15.197551,14.892127,?,(Learn)
14.683471,14.805434,?,(Learn)
14.840313,15.069084,?,(Learn)
14.92581,15.075503,?,(Learn)
14.978301,15.156632,?,(Learn)
15.318964,14.996838,?,(Learn)
15.097573,14.689365,?,(Learn)
15.33668,15.216281,?,(Learn)
14.476497,14.88234,?,(Learn)
15.045374,15.078822,?,(Learn)
14.997864,15.038427,?,(Learn)
14.754398,14.989489,?,(Learn)
15.018284,15.048019,?,(Learn)
14.954784,15.109351,?,(Learn)
15.10951,15.256281,?,(Learn)
14.887951,14.772432,?,(Learn)
14.574707,15.28721,?,(Learn)
14.537724,15.144445,?,(Learn)
14.786262,14.95683,?,(Learn)
14.916463,14.786901,?,(Learn)
14.87871,15.030723,?,(Learn)
14.976659,14.751224,?,(Learn)
15.075145,15.026079,?,(Learn)
14.942187,14.838193,?,(Learn)
15.067844,14.863968,?,(Learn)
15.053161,15.124057,?,(Learn)
14.91333,14.932421,?,(Learn)
15.462208,15.32589,?,(Learn)
14.997917,15.310881,?,(Learn)
15.003441,15.213861,?,(Learn)
14.858224,14.846683,?,(Learn)
15.109119,15.208075,?,(Learn)
15.040238,14.842385,?,(Learn)
15.061903,14.811884,?,(Learn)
14.785881,14.967903,?,(Learn)
14.703951,15.114345,?,(Learn)
15.124566,15.139675,?,(Learn)
14.939567,14.930044,?,(Learn)
15.01661,14.878906,?,(Learn)
15.117415,15.242841,?,(Learn)
15.001928,14.699974,?,(Learn)
15.268404,14.924116,?,(Learn)
15.147999,14.746809,?,(Learn)
14.682647,15.237491,?,(Learn)
15.267642,15.095297,?,(Learn)
15.132118,15.090208,?,(Learn)
15.128927,15.1072,?,(Learn)
14.741462,14.861625,?,(Learn)
14.909905,15.040523,?,(Learn)
15.013037,14.966401,?,(Learn)
14.761337,14.830604,?,(Learn)
15.254494,14.859223,?,(Learn)
15.028428,15.03685,?,(Learn)
15.138965,15.459194,?,(Learn)
15.010037,15.141641,?,(Learn)
15.018716,15.116851,?,(Learn)
15.360543,14.702417,?,(Learn)
14.997299,15.001492,?,(Learn)
15.139241,14.664491,?,(Learn)
14.919374,14.781152,?,(Learn)
14.945154,14.756969,?,(Learn)
15.111914,14.864118,?,(Learn)
14.820088,14.758149,?,(Learn)
14.741334,15.314404,?,(Learn)
15.139541,15.059481,?,(Learn)
14.897331,14.989779,?,(Learn)
15.05197,14.951061,?,(Learn)
15.140883,14.997624,?,(Learn)
15.131864,15.285692,?,(Learn)
15.277611,14.711172,?,(Learn)
15.061053,15.086301,?,(Learn)
14.829171,14.829817,?,(Learn)
14.687275,14.901999,?,(Learn)
15.213752,14.627162,?,(Learn)
14.823315,14.879245,?,(Learn)
14.837357,14.738963,?,(Learn)
14.894061,15.264069,?,(Learn)
14.841892,15.16718,?,(Learn)
14.936387,14.991797,?,(Learn)
14.861175,15.043591,?,(Learn)
15.012857,14.972589,?,(Learn)
14.753919,14.768364,?,(Learn)
15.008194,14.865698,?,(Learn)
15.062906,15.089014,?,(Learn)
14.981683,15.240169,?,(Learn)
15.042665,14.999813,?,(Learn)
14.818636,15.407045,?,(Learn)
14.888553,14.843123,?,(Learn)
14.779052,14.618168,?,(Learn)
15.131516,15.069279,?,(Learn)
15.268948,14.599726,?,(Learn)
15.079135,14.961948,?,(Learn)
15.20963,15.166793,?,(Learn)
14.711887,14.91421,?,(Learn)
15.005608,15.074474,?,(Learn)
14.640232,14.979249,?,(Learn)
14.939979,14.873971,?,(Learn)
15.161337,14.8016,?,(Learn)
14.87877,15.118219,?,(Learn)
14.586135,14.806383,?,(Learn)
15.196815,15.092836,?,(Learn)
14.539547,14.993759,?,(Learn)
14.749098,14.610859,?,(Learn)
14.89151,15.135119,?,(Learn)
14.770097,15.210585,?,(Learn)
15.132493,14.826072,?,(Learn)
15.102203,14.864708,?,(Learn)
14.730588,14.948017,?,(Learn)
15.203768,15.231939,?,(Learn)
14.887527,15.297276,?,(Learn)
14.890236,15.114921,?,(Learn)
15.36774,14.613776,?,(Learn)
15.131577,15.172596,?,(Learn)
14.702468,15.155078,?,(Learn)
14.792035,15.134074,?,(Learn)
15.110285,15.015048,?,(Learn)
15.348783,14.682641,?,(Learn)
14.920561,15.439064,?,(Learn)
15.058638,14.929081,?,(Learn)
15.253972,15.224265,?,(Learn)
15.056383,15.20165,?,(Learn)
14.974261,15.182034,?,(Learn)
15.042954,14.757496,?,(Learn)
15.00106,14.960171,?,(Learn)
15.200867,15.033036,?,(Learn)
14.964209,15.173946,?,(Learn)
14.590745,14.645312,?,(Learn)
14.93184,15.141462,?,(Learn)
15.028901,15.268174,?,(Learn)
15.150904,14.757987,?,(Learn)
15.313547,14.830723,?,(Learn)
14.881616,14.806475,?,(Learn)
14.697334,15.19201,?,(Learn)
15.339665,14.988386,?,(Learn)
14.79328,15.034226,?,(Learn)
15.077974,15.117136,?,(Learn)
14.878695,15.176276,?,(Learn)
15.000515,14.792704,?,(Learn)
14.730002,14.686152,?,(Learn)
15.724293,4.552159,?,(Learn)
18.269325,7.459072,?,(Learn)
23.492771,8.237541,?,(Learn)
23.721443,8.677402,?,(Learn)
16.793928,0.709783,?,(Learn)
6.507028,-10.919724,?,(Learn)
16.094341,1.067846,?,(Learn)
13.773093,-1.631104,?,(Learn)
20.845009,2.22022,?,(Learn)
16.73351,6.816814,?,(Learn)
18.099165,2.359065,?,(Learn)
15.588628,-1.739944,?,(Learn)
15.085027,-2.154839,?,(Learn)
16.200079,-2.055533,?,(Learn)
17.462385,-0.752756,?,(Learn)
20.835594,7.206371,?,(Learn)
9.781429,-9.407856,?,(Learn)
13.816561,1.461527,?,(Learn)
